name_norm,latitude,longitude,country,is_city,is_main_station,is_airport
Dudingen,46.851043,7.189748,Suisse,VRAI,FAUX,FAUX
Bern,46.949113,7.438483,Suisse,VRAI,FAUX,FAUX
Abenfigo,40.816368,-0.273450000000025,Espagne,VRAI,FAUX,FAUX
Ablaneda,43.26658,-6.55635,Espagne,VRAI,FAUX,FAUX
Agramunt,41.78686,1.09683,Espagne,VRAI,FAUX,FAUX
Agrupacion Sto Tome,38.02655,-3.12825,Espagne,VRAI,FAUX,FAUX
Aguaviva,40.8233188,-0.19750810000005,Espagne,VRAI,FAUX,FAUX
Alacon,41.0234359,-0.697471899999982,Espagne,VRAI,FAUX,FAUX
Alarcia,42.5166667,-3.5,Espagne,VRAI,FAUX,FAUX
Albox,37.38856,-2.1495,Espagne,VRAI,FAUX,FAUX
Albunol,36.79203,-3.205,Espagne,VRAI,FAUX,FAUX
Alburquerque,39.22076,-7.00234,Espagne,VRAI,FAUX,FAUX
Alcala de los Gazules,36.46212,-5.72382,Espagne,VRAI,FAUX,FAUX
Alcaudete,37.590912,-4.082367,Espagne,VRAI,FAUX,FAUX
Alcorisa,40.8921,-0.38143,Espagne,VRAI,FAUX,FAUX
Alcuescar,39.164554,-6.2644303,Espagne,VRAI,FAUX,FAUX
Aldea de San Esteban,41.56018,-3.26424,Espagne,VRAI,FAUX,FAUX
Alfambra,40.54638,-1.03314,Espagne,VRAI,FAUX,FAUX
Algarinejo,37.32526,-4.1585,Espagne,VRAI,FAUX,FAUX
Algodonales,36.88044,-5.40536,Espagne,VRAI,FAUX,FAUX
Alloza,40.968835,-0.529326999999967,Espagne,VRAI,FAUX,FAUX
Almaciles,37.9802778,-2.3380556,Espagne,VRAI,FAUX,FAUX
Almandoz,43.090556,-1.60500000000002,Espagne,VRAI,FAUX,FAUX
Almanzora,37.34928,-2.13635,Espagne,VRAI,FAUX,FAUX
Almenar,41.79604,0.56834,Espagne,VRAI,FAUX,FAUX
Almonacid de la Cuba,41.2809656,-0.792214800000011,Espagne,VRAI,FAUX,FAUX
Almurfe,43.19161,-6.28199,Espagne,VRAI,FAUX,FAUX
Alomartes,37.2621259,-3.91391090000002,Espagne,VRAI,FAUX,FAUX
Andorra,40.97655,-0.44721,Espagne,VRAI,FAUX,FAUX
Angues,42.074625,-0.17524,Espagne,VRAI,FAUX,FAUX
Aribe,42.95,-1.25,Espagne,VRAI,FAUX,FAUX
Arino,41.0309533,-0.592594400000053,Espagne,VRAI,FAUX,FAUX
Armuna,41.0776644,-4.31863109999995,Espagne,VRAI,FAUX,FAUX
Arraitz-Orkin,43.0019029,-1.64752810000005,Espagne,VRAI,FAUX,FAUX
Arrieta,43.3416751,-2.76896569999997,Espagne,VRAI,FAUX,FAUX
Arroyo del Ojanco,38.32065,-2.89486,Espagne,VRAI,FAUX,FAUX
Arroyomolinos de Leon,38.0240295,-6.4216722,Espagne,VRAI,FAUX,FAUX
Arseguel,42.34998,1.58418,Espagne,VRAI,FAUX,FAUX
Artesa de Segre,41.89467,1.04625,Espagne,VRAI,FAUX,FAUX
As Pontes de Garcia Rodriguez,43.4526064,-7.85224740000001,Espagne,VRAI,FAUX,FAUX
Auguasmestas,43.175854,-6.3002119,Espagne,VRAI,FAUX,FAUX
Ayllon,41.4200192,-3.376055,Espagne,VRAI,FAUX,FAUX
Azares del Paramo,42.29201,-5.83076,Espagne,VRAI,FAUX,FAUX
Azuara,41.2587485,-0.871088399999962,Espagne,VRAI,FAUX,FAUX
Baells,41.95326,0.45956,Espagne,VRAI,FAUX,FAUX
Balerma,36.73146,-2.8864899999999998,Espagne,VRAI,FAUX,FAUX
Balsareny,41.86311,1.87356,Espagne,VRAI,FAUX,FAUX
Banos de Valdearados,41.7701,-3.55589,Espagne,VRAI,FAUX,FAUX
Barahona,41.294933,-2.656365,Espagne,VRAI,FAUX,FAUX
Barcia,43.535549,-6.51163,Espagne,VRAI,FAUX,FAUX
Barcial de la Loma,41.951302,-5.2834645,Espagne,VRAI,FAUX,FAUX
Barinas,38.27006,-1.05773,Espagne,VRAI,FAUX,FAUX
Baro,42.35937,1.08078,Espagne,VRAI,FAUX,FAUX
Barranda,38.04838,-1.9635,Espagne,VRAI,FAUX,FAUX
Barreras,41.02627,-6.58965,Espagne,VRAI,FAUX,FAUX
Barruera,42.504825,0.800844999999981,Espagne,VRAI,FAUX,FAUX
Bayarcal,37.0302034,-2.995371,Espagne,VRAI,FAUX,FAUX
Bebares,43.28968,-6.34353,Espagne,VRAI,FAUX,FAUX
Beceite,40.8315669,0.1816936,Espagne,VRAI,FAUX,FAUX
Belchite,41.30325,-0.7505,Espagne,VRAI,FAUX,FAUX
Beleno,43.19068,-5.16387,Espagne,VRAI,FAUX,FAUX
Bellaguarda,41.33333,0.73333,Espagne,VRAI,FAUX,FAUX
Belmonte de San Jose,40.8746815,-0.0635826999999836,Espagne,VRAI,FAUX,FAUX
Belorado,42.420483,-3.191327,Espagne,VRAI,FAUX,FAUX
Belver de Cinca,41.69339,0.190855,Espagne,VRAI,FAUX,FAUX
Benagalbon,36.7380908,-4.2455121,Espagne,VRAI,FAUX,FAUX
Benajarafe,36.717741,-4.1980005,Espagne,VRAI,FAUX,FAUX
Benalup-Casas Viejas,36.3431854,-5.81664230000001,Espagne,VRAI,FAUX,FAUX
Benavent,42.074505,1.0966405,Espagne,VRAI,FAUX,FAUX
Benifallet,40.97422,0.51767,Espagne,VRAI,FAUX,FAUX
Berchules,36.9751577,-3.1911469,Espagne,VRAI,FAUX,FAUX
Berrocalejo,39.8202793,-5.3501258,Espagne,VRAI,FAUX,FAUX
Beznar,36.931349,-3.549825,Espagne,VRAI,FAUX,FAUX
Biguezal,42.6857647,-1.1502483,Espagne,VRAI,FAUX,FAUX
Biscarri,42.10596,1.09924,Espagne,VRAI,FAUX,FAUX
Boca de Huergano,42.97287,-4.92419,Espagne,VRAI,FAUX,FAUX
Boceguillas,41.33641,-3.63828,Espagne,VRAI,FAUX,FAUX
Boi,42.52247,0.83616,Espagne,VRAI,FAUX,FAUX
Bornos,36.8159238,-5.74335619999999,Espagne,VRAI,FAUX,FAUX
Borreda,42.134538,1.994449,Espagne,VRAI,FAUX,FAUX
Bot,41.00916,0.38392,Espagne,VRAI,FAUX,FAUX
Bracana,37.2267966,-3.94470939999997,Espagne,VRAI,FAUX,FAUX
Bujaraloz,41.49806,-0.1529,Espagne,VRAI,FAUX,FAUX
Burguillos del Cerro,38.3781949,-6.5926053,Espagne,VRAI,FAUX,FAUX
Buron,43.0241737,-5.0501107,Espagne,VRAI,FAUX,FAUX
Cabanillas de la Sierra,40.82009,-3.62438,Espagne,VRAI,FAUX,FAUX
Cabeza la Vaca,38.08333,-6.41667,Espagne,VRAI,FAUX,FAUX
Cabezas Rubias,37.7266,-7.08738,Espagne,VRAI,FAUX,FAUX
Cabrillanes,42.95343,-6.1485,Espagne,VRAI,FAUX,FAUX
Cabrunana,43.39898,-6.12123,Espagne,VRAI,FAUX,FAUX
Cadavedo,43.55187,-6.38481,Espagne,VRAI,FAUX,FAUX
Cadinanos,42.82996,-3.34906,Espagne,VRAI,FAUX,FAUX
Cala,37.96667,-6.31667,Espagne,VRAI,FAUX,FAUX
Calaceite,41.01625,0.18876,Espagne,VRAI,FAUX,FAUX
Calanda,40.94153,-0.23243,Espagne,VRAI,FAUX,FAUX
Calera de Leon,38.1,-6.33333,Espagne,VRAI,FAUX,FAUX
Caleruega,41.82548,-3.48593,Espagne,VRAI,FAUX,FAUX
Calonge,41.8342148,3.0826006,Espagne,VRAI,FAUX,FAUX
Calzadilla,40.06014,-6.53328,Espagne,VRAI,FAUX,FAUX
Camarinas,43.129559,-9.18338,Espagne,VRAI,FAUX,FAUX
Campillo de Arenas,37.55535,-3.63552,Espagne,VRAI,FAUX,FAUX
Campofrio,37.768325,-6.571307,Espagne,VRAI,FAUX,FAUX
Camporredondo,38.2749492,-3.0044375,Espagne,VRAI,FAUX,FAUX
Candasnos,41.50213,0.06425,Espagne,VRAI,FAUX,FAUX
Canjayar,37.010326,-2.74118,Espagne,VRAI,FAUX,FAUX
Cantoria,37.35146,-2.19209,Espagne,VRAI,FAUX,FAUX
Capileira,36.96148,-3.35864,Espagne,VRAI,FAUX,FAUX
Carataunas,36.92204,-3.40834,Espagne,VRAI,FAUX,FAUX
Carbajal de Valderaduey,42.54111,-4.96408,Espagne,VRAI,FAUX,FAUX
Carballo,43.209646,-8.6956897,Espagne,VRAI,FAUX,FAUX
Carboneras,36.99666,-1.89651,Espagne,VRAI,FAUX,FAUX
Carboniella,43.4907853,-6.6018658,Espagne,VRAI,FAUX,FAUX
Carcabuey,37.4442,-4.27471,Espagne,VRAI,FAUX,FAUX
Carcamo,42.8607129,-3.0394687,Espagne,VRAI,FAUX,FAUX
Cebrones del Rio,42.2565985,-5.8254944,Espagne,VRAI,FAUX,FAUX
Cervo,43.671212,-7.4103573,Espagne,VRAI,FAUX,FAUX
Cojayar,36.907496,-3.0973887,Espagne,VRAI,FAUX,FAUX
Degana,42.93969,-6.56935,Espagne,VRAI,FAUX,FAUX
Deleitosa,39.64571,-5.659025,Espagne,VRAI,FAUX,FAUX
El Castell de Guadalest,38.6769639,-0.1983236,Espagne,VRAI,FAUX,FAUX
El Gordo,39.865189,-5.34341,Espagne,VRAI,FAUX,FAUX
Estartit,42.054482,3.19822,Espagne,VRAI,FAUX,FAUX
Fiscal,42.496819,-0.11963,Espagne,VRAI,FAUX,FAUX
Fontanillas de Castro,41.732932,-5.7806834,Espagne,VRAI,FAUX,FAUX
Fuentiduena De Tajo,40.11148,-3.15595,Espagne,VRAI,FAUX,FAUX
Garde,42.7878548,-0.9220653,Espagne,VRAI,FAUX,FAUX
Guaro,36.6564859,-4.8345654,Espagne,VRAI,FAUX,FAUX
Guimara,42.8991304,-6.6908801,Espagne,VRAI,FAUX,FAUX
Ibiza,38.9051560460541,1.41912868954591,Espagne,VRAI,FAUX,FAUX
Javier,42.590826,-1.212569,Espagne,VRAI,FAUX,FAUX
La Alqueria,37.714001,-2.5458,Espagne,VRAI,FAUX,FAUX
Lago,43.2533091,-6.7330887,Espagne,VRAI,FAUX,FAUX
Legutio,42.9804724,-2.6425841,Espagne,VRAI,FAUX,FAUX
Los Alburejos,36.4557025,-5.85285880000004,Espagne,VRAI,FAUX,FAUX
Los Santos,40.1076971,-1.2812251,Espagne,VRAI,FAUX,FAUX
Mezquitilla,36.745449,-4.04585,Espagne,VRAI,FAUX,FAUX
Montecillo,42.7750177,-3.9755665,Espagne,VRAI,FAUX,FAUX
Narros,41.8490332,-2.2944388,Espagne,VRAI,FAUX,FAUX
O Campo do Hospital,43.6401701,-7.93460110000001,Espagne,VRAI,FAUX,FAUX
Palomas,38.6945111,-6.1354222,Espagne,VRAI,FAUX,FAUX
Plasenzuela,39.38192,-6.05063,Espagne,VRAI,FAUX,FAUX
Puebla De Alborton,41.39014,-0.84553,Espagne,VRAI,FAUX,FAUX
Quintanilla,42.7783869,-5.846174,Espagne,VRAI,FAUX,FAUX
Romo,36.8691976,-4.2684642,Espagne,VRAI,FAUX,FAUX
Saludes,42.1569444,-5.7455556,Espagne,VRAI,FAUX,FAUX
Santa Magdalena,42.341389,1.77516,Espagne,VRAI,FAUX,FAUX
Sant Antoni de Portmany,38.9826357,1.3015192,Espagne,VRAI,FAUX,FAUX
Santa Quiteria,39.2574538,-4.3671119,Espagne,VRAI,FAUX,FAUX
Santed,41.0324035,-1.508458,Espagne,VRAI,FAUX,FAUX
Santo Tome,38.0270292,-3.1008348,Espagne,VRAI,FAUX,FAUX
Santo Tome del Puerto,41.1940958,-3.5772991,Espagne,VRAI,FAUX,FAUX
Sena,41.66308,-0.090495,Espagne,VRAI,FAUX,FAUX
Torrente,41.4726619,0.3354251,Espagne,VRAI,FAUX,FAUX
Velez-Malaga,36.7799228,-4.1005589,Espagne,VRAI,FAUX,FAUX
Yegen,36.9808333,-3.1188889,Espagne,VRAI,FAUX,FAUX
Zubiri,42.9304266,-1.5046371,Espagne,VRAI,FAUX,FAUX
Saint Jean de Sixt,45.922542,6.410724,France,VRAI,FAUX,FAUX
Thones,45.8829911,6.32433,France,VRAI,FAUX,FAUX
Arangjelovac,44.302109,20.573351,Serbie,VRAI,FAUX,FAUX
Bajina Bauta,43.95282,19.57543,Serbie,VRAI,FAUX,FAUX
Ferizovik,42.38443,21.13625,Serbie,VRAI,FAUX,FAUX
Sant Julia de Loria,42.4656511,1.4919017,Andorre,VRAI,FAUX,FAUX
Alajar,37.874981,-6.66821,Espagne,VRAI,FAUX,FAUX
Albalate del Arzobispo,41.1201244,-0.51278769999999,Espagne,VRAI,FAUX,FAUX
Albares de la Ribera,42.6076257,-6.3660181,Espagne,VRAI,FAUX,FAUX
Alcala de Guadaira,37.33791,-5.83951,Espagne,VRAI,FAUX,FAUX
Alcala del Valle,36.9055622,-5.17253449999998,Espagne,VRAI,FAUX,FAUX
Alcanar,40.54316,0.48082,Espagne,VRAI,FAUX,FAUX
Alcudia,39.196861,-0.53263,Espagne,VRAI,FAUX,FAUX
Alfara de Carles,40.873589,0.4,Espagne,VRAI,FAUX,FAUX
Alforque,41.3294461,-0.385724399999958,Espagne,VRAI,FAUX,FAUX
Algatocin,36.5728139,-5.2766067,Espagne,VRAI,FAUX,FAUX
Almanza,42.65825,-5.0362,Espagne,VRAI,FAUX,FAUX
Alosno,37.54861,-7.1147,Espagne,VRAI,FAUX,FAUX
Altube,42.9753023,-2.86877730000003,Espagne,VRAI,FAUX,FAUX
Amurrio,43.0518654,-3.00131090000002,Espagne,VRAI,FAUX,FAUX
Anero,43.39756,-3.6521,Espagne,VRAI,FAUX,FAUX
Angles,41.958221,2.63478,Espagne,VRAI,FAUX,FAUX
Angulo,43.0386435,-3.1833809,Espagne,VRAI,FAUX,FAUX
Arbeca,41.54152,0.92457,Espagne,VRAI,FAUX,FAUX
Arbulu,42.8746084,-2.56692499999997,Espagne,VRAI,FAUX,FAUX
Ardales,36.87804,-4.84694,Espagne,VRAI,FAUX,FAUX
Ardoncino,42.48879,-5.64377,Espagne,VRAI,FAUX,FAUX
Armilla,37.14102,-3.61854,Espagne,VRAI,FAUX,FAUX
Nicosia,35.1815414,33.3845913,Chypre,VRAI,FAUX,FAUX
Kyrenia,35.3324024,33.3192293,Chypre,VRAI,FAUX,FAUX
Famagusta,35.1205104,33.9369253,Chypre,VRAI,FAUX,FAUX
Bafra,35.3698004,34.074369,Chypre,VRAI,FAUX,FAUX
Esentepe,35.3402672,33.5797906,Chypre,VRAI,FAUX,FAUX
Karsiyaka,35.3529574,33.1162253,Chypre,VRAI,FAUX,FAUX
Knam,58.75953639999999,11.26343229999998,Suède,VRAI,FAUX,FAUX
Kefalos,36.7521093,26.98105550000003,Grèce,VRAI,FAUX,FAUX
Kardamena,36.7724845,27.12308010000004,Grèce,VRAI,FAUX,FAUX
Mastichari,36.8500533,27.07848439999998,Grèce,VRAI,FAUX,FAUX
Marmari,36.8730809,27.13913609999997,Grèce,VRAI,FAUX,FAUX
Tigkaki,36.8873725,27.19833419999998,Grèce,VRAI,FAUX,FAUX
Kos,36.89542165,27.2849516,Grèce,VRAI,FAUX,FAUX
Jezerce,44.86127789999999,15.64374395000004,Croatie,VRAI,FAUX,FAUX
Arcozelo,41.535139089997,-8.60669789264739,Portugal,VRAI,FAUX,FAUX
Gabicce Mare,43.96399,12.756669,Italie,VRAI,FAUX,FAUX
Malhadas,41.54473,-6.328016,Portugal,VRAI,FAUX,FAUX
Schilpario,46.009444,10.15375,Italie,VRAI,FAUX,FAUX
Lido Adriano,44.41375,12.31025,Italie,VRAI,FAUX,FAUX
Svedala,55.519788,13.239951,Suède,VRAI,FAUX,FAUX
Staffanstorp,55.645835,13.230537,Suède,VRAI,FAUX,FAUX
Landvetter,57.6706185,12.300616,Suède,VRAI,FAUX,FAUX
Solna,59.3651445,18.0210205,Suède,VRAI,FAUX,FAUX
Sundbyberg,59.359213,17.973879,Suède,VRAI,FAUX,FAUX
Bromma,59.34724,17.94893,Suède,VRAI,FAUX,FAUX
Kista,59.405685000000005,17.939954999999998,Suède,VRAI,FAUX,FAUX
Alixan,44.992357,4.97906,France,VRAI,FAUX,FAUX
Tranas,58.039,14.9759,Suède,VRAI,FAUX,FAUX
Sjotorp,58.8346,13.9894,Suède,VRAI,FAUX,FAUX
Habo,57.9063,14.0765,Suède,VRAI,FAUX,FAUX
Smedjebacken,60.1348,15.4021,Suède,VRAI,FAUX,FAUX
Vetlanda,57.4265,15.0811,Suède,VRAI,FAUX,FAUX
Gullspang,58.9803,14.0849,Suède,VRAI,FAUX,FAUX
Fagersta,60.002756,15.787834,Suède,VRAI,FAUX,FAUX
Braas,57.018,15.0543,Suède,VRAI,FAUX,FAUX
Mullsjo,57.9184,13.866,Suède,VRAI,FAUX,FAUX
Soderbarke,60.0725,15.5377,Suède,VRAI,FAUX,FAUX
Motala,58.5375,15.0483,Suède,VRAI,FAUX,FAUX
Tanumshede,58.7204,11.3518,Suède,VRAI,FAUX,FAUX
Eksjo,57.6643,14.9767,Suède,VRAI,FAUX,FAUX
Skovde,58.3909,13.8532,Suède,VRAI,FAUX,FAUX
Eskilstuna,59.37587563941423,16.514131888453782,Suède,VRAI,FAUX,FAUX
Falkoping,58.1761,13.5538,Suède,VRAI,FAUX,FAUX
Ludvika,60.150392,15.183786,Suède,VRAI,FAUX,FAUX
Mariestad,58.7121,13.8245,Suède,VRAI,FAUX,FAUX
Otterbacken,58.943600000000004,14.0461,Suède,VRAI,FAUX,FAUX
Arboga,59.42679,15.828163,Suède,VRAI,FAUX,FAUX
Lindshammar,57.2212,15.1451,Suède,VRAI,FAUX,FAUX
Boxholm,58.1958,15.0499,Suède,VRAI,FAUX,FAUX
Sommen,58.139009,14.967102,Suède,VRAI,FAUX,FAUX
Ekenassjon,57.4922,15.0216,Suède,VRAI,FAUX,FAUX
Vadstena,58.4465,14.8995,Suède,VRAI,FAUX,FAUX
Marback,57.8588,14.8623,Suède,VRAI,FAUX,FAUX
Korsberga,57.3011,15.1261,Suède,VRAI,FAUX,FAUX
Sundhultsbrunn,57.9285,14.9115,Suède,VRAI,FAUX,FAUX
Norrhult,57.1239,15.1688,Suède,VRAI,FAUX,FAUX
Bankeryd,57.86,14.1236,Suède,VRAI,FAUX,FAUX
Buna,43.245505,17.848812,Bosnie-Herzégovine,VRAI,FAUX,FAUX
Yuzhne,46.627316,31.101586,Ukraine,VRAI,FAUX,FAUX
Chornomorsk,46.302974,30.639033,Ukraine,VRAI,FAUX,FAUX
Koblevo,46.664635,31.201902,Ukraine,VRAI,FAUX,FAUX
Satoka,46.064174,30.449963,Ukraine,VRAI,FAUX,FAUX
Olgiate Comasco,45.78275,8.968,Italie,VRAI,FAUX,FAUX
Casatenovo,45.698889,9.312667,Italie,VRAI,FAUX,FAUX
Mendola,46.417736,11.206642,Italie,VRAI,FAUX,FAUX
Naklo nad Notecia,53.14243,17.60151,Pologne,VRAI,FAUX,FAUX
Sofades,39.337159,22.0936853,Grèce,VRAI,FAUX,FAUX
Derveni,38.13083,22.41266,Grèce,VRAI,FAUX,FAUX
Pavlohrad,48.524297,35.865582,Ukraine,VRAI,FAUX,FAUX
Kamianske,48.501096,34.606357,Ukraine,VRAI,FAUX,FAUX
Volodymyr Volynskyi,50.84473419081064,24.327282829421986,Ukraine,VRAI,FAUX,FAUX
Karditsa,39.364008787841144,21.93671924781586,Grèce,VRAI,FAUX,FAUX
Trikala,39.537777,21.792313,Grèce,VRAI,FAUX,FAUX
Boskovice,49.49160385131836,16.65201950073242,République Tchèque,VRAI,FAUX,FAUX
Siltse,48.28785,22.99826,Ukraine,VRAI,FAUX,FAUX
Vysoke Tatry,49.14047,20.22557,Slovaquie,VRAI,FAUX,FAUX
Vysne Nemecke,48.66042,22.26432,Slovaquie,VRAI,FAUX,FAUX
Zdiar,49.26952,20.26676,Slovaquie,VRAI,FAUX,FAUX
Bukowina Tatrzanska,49.357941,20.123777,Pologne,VRAI,FAUX,FAUX
Bialka Tatrzanska,49.389203,20.105069,Pologne,VRAI,FAUX,FAUX
Gargzdai,55.71251,21.38627,Littuanie,VRAI,FAUX,FAUX
Kursenai,56.00046,22.9488,Littuanie,VRAI,FAUX,FAUX
Elektrenai,54.788405,24.658485,Littuanie,VRAI,FAUX,FAUX
Visaginas,55.59821,26.43496,Littuanie,VRAI,FAUX,FAUX
Naujoji Akmene,56.31796,22.88542,Littuanie,VRAI,FAUX,FAUX
Anyksciai,55.52649,25.09961,Littuanie,VRAI,FAUX,FAUX
Birzai,56.20626,24.76018,Littuanie,VRAI,FAUX,FAUX
Ignalina,55.33884,26.16111,Littuanie,VRAI,FAUX,FAUX
Jonava,55.07561,24.28069,Littuanie,VRAI,FAUX,FAUX
Joniskis,56.22907,23.60275,Littuanie,VRAI,FAUX,FAUX
Jurbarkas,55.0773,22.76055,Littuanie,VRAI,FAUX,FAUX
Kelme,55.6345,22.92982,Littuanie,VRAI,FAUX,FAUX
Kupiskis,55.83076,24.98671,Littuanie,VRAI,FAUX,FAUX
Lazdijai,54.23143,23.52579,Littuanie,VRAI,FAUX,FAUX
Mazeikiai,56.31355,22.34028,Littuanie,VRAI,FAUX,FAUX
Moletai,55.23423,25.42665,Littuanie,VRAI,FAUX,FAUX
Pakruojis,55.97645,23.85235,Littuanie,VRAI,FAUX,FAUX
Pasvalys,56.05969,24.40585,Littuanie,VRAI,FAUX,FAUX
Prienai,54.632545,23.94787,Littuanie,VRAI,FAUX,FAUX
Radviliskis,55.81264,23.54625,Littuanie,VRAI,FAUX,FAUX
Raseiniai,55.37885,23.11569,Littuanie,VRAI,FAUX,FAUX
Rokiskis,55.94741,25.58887,Littuanie,VRAI,FAUX,FAUX
Skuodas,56.27044,21.53933,Littuanie,VRAI,FAUX,FAUX
Sakiai,54.95443,23.04816,Littuanie,VRAI,FAUX,FAUX
Silale,55.48752,22.19498,Littuanie,VRAI,FAUX,FAUX
Silute,55.34588,21.48392,Littuanie,VRAI,FAUX,FAUX
Taurage,55.25573,22.29237,Littuanie,VRAI,FAUX,FAUX
Trakai,54.63295,24.93493,Littuanie,VRAI,FAUX,FAUX
Ukmerge,55.25913,24.79175,Littuanie,VRAI,FAUX,FAUX
Utena,55.49846,25.59612,Littuanie,VRAI,FAUX,FAUX
Varena,54.2103,24.57689,Littuanie,VRAI,FAUX,FAUX
Vilkaviskis,54.648,23.0302,Littuanie,VRAI,FAUX,FAUX
Zarasai,55.73488,26.25002,Littuanie,VRAI,FAUX,FAUX
Nida,55.30414,21.00725,Littuanie,VRAI,FAUX,FAUX
Chrysoupoli,40.984794,24.699879,Grèce,VRAI,FAUX,FAUX
Paralia Ofriniou,40.763174,23.903211,Grèce,VRAI,FAUX,FAUX
La Clusaz,45.905712,6.421598,France,VRAI,FAUX,FAUX
Cruseilles,46.0329,6.1068,France,VRAI,FAUX,FAUX
Le Grand Bornand,45.941625,6.42894,France,VRAI,FAUX,FAUX
Douvaine,46.306121,6.302465,France,VRAI,FAUX,FAUX
Nea Kerdilia,40.793422,23.843621,Grèce,VRAI,FAUX,FAUX
Asprovalta,40.72309,23.70761,Grèce,VRAI,FAUX,FAUX
Rentina,40.65701,23.61515,Grèce,VRAI,FAUX,FAUX
Methoni,40.44649,22.58791,Grèce,VRAI,FAUX,FAUX
Pyrgetos,39.908456,22.62353,Grèce,VRAI,FAUX,FAUX
Pelasgia,38.919514,22.845107,Grèce,VRAI,FAUX,FAUX
Molos Agios Konstantinos,38.7908495,22.7015545,Grèce,VRAI,FAUX,FAUX
Lokroi,38.663269,23.0986325,Grèce,VRAI,FAUX,FAUX
Thebes,38.36478,23.32076,Grèce,VRAI,FAUX,FAUX
Tanagra,38.36735,23.53587,Grèce,VRAI,FAUX,FAUX
Oropos,38.235403,23.788344,Grèce,VRAI,FAUX,FAUX
Peristeri,37.99835,23.69675,Grèce,VRAI,FAUX,FAUX
Delta GR,40.62811000000001,22.77166,Grèce,VRAI,FAUX,FAUX
Aiginio,40.499296,22.54591,Grèce,VRAI,FAUX,FAUX
Leptokarya,40.034284,22.570029,Grèce,VRAI,FAUX,FAUX
Dio Olympos,39.982307,22.620386,Grèce,VRAI,FAUX,FAUX
Sidirodromikos Stathmos Rapsanis,39.89934937909917,22.61407637162915,Grèce,VRAI,FAUX,FAUX
Tempi,39.8436555,22.521072,Grèce,VRAI,FAUX,FAUX
Stefanovikeio,39.462035,22.735841,Grèce,VRAI,FAUX,FAUX
Mikrothives,39.261518,22.750838,Grèce,VRAI,FAUX,FAUX
Almiros,39.19402275590106,22.76792933076695,Grèce,VRAI,FAUX,FAUX
Adler,43.4267177932987,39.92655134545112,Russie,VRAI,FAUX,FAUX
Sourpi,39.09172540876396,22.87216440603129,Grèce,VRAI,FAUX,FAUX
Babruysk,53.13964,29.19331,Bielorussie,VRAI,FAUX,FAUX
Karavomylos,38.88801,22.71156,Grèce,VRAI,FAUX,FAUX
Stilida,38.911464,22.608156,Grèce,VRAI,FAUX,FAUX
Chernihiv,51.48531,31.26843,Ukraine,VRAI,FAUX,FAUX
Drohobych,49.35511,23.54295,Ukraine,VRAI,FAUX,FAUX
Gomel,52.43441,30.99324,Bielorussie,VRAI,FAUX,FAUX
Hrebenne,50.27773,23.58532,Pologne,VRAI,FAUX,FAUX
Izmayil,45.35948,28.81158,Ukraine,VRAI,FAUX,FAUX
Krakovets,49.95469,23.11399,Ukraine,VRAI,FAUX,FAUX
Orchomenos,38.488702,23.164361,Grèce,VRAI,FAUX,FAUX
Sorokyne,48.29588,39.73677,Ukraine,VRAI,FAUX,FAUX
Luhansk,48.57418,39.28847,Ukraine,VRAI,FAUX,FAUX
Dionysos,38.139579,23.843212,Grèce,VRAI,FAUX,FAUX
Molodohvardiysk,48.34191422286005,39.65077127959876,Ukraine,VRAI,FAUX,FAUX
Novaya Guta,52.0929,30.96726,Bielorussie,VRAI,FAUX,FAUX
Rawa Ruska,50.27269,23.59048,Ukraine,VRAI,FAUX,FAUX
Sochi,43.59287,39.72808,Russie,VRAI,FAUX,FAUX
Truskavec,49.28853,23.50522,Ukraine,VRAI,FAUX,FAUX
Tuapse,44.09743959496327,39.08258569147563,Russie,VRAI,FAUX,FAUX
Volgograd,48.71589,44.51647,Russie,VRAI,FAUX,FAUX
Volochys'k,49.53598,26.20626,Ukraine,VRAI,FAUX,FAUX
Meta,40.641655,14.41786,Italie,VRAI,FAUX,FAUX
Piano di Sorrento,40.63093,14.4067354,Italie,VRAI,FAUX,FAUX
Sant'Agnello,40.6302872,14.3985519,Italie,VRAI,FAUX,FAUX
Volzhskiy,48.80994,44.75321,Russie,VRAI,FAUX,FAUX
Volyns'ka oblast,51.18829,23.81012,Ukraine,VRAI,FAUX,FAUX
Skytok,52.07455,30.96992,Ukraine,VRAI,FAUX,FAUX
Letychiv,49.3819835429191,27.61620100831112,Ukraine,VRAI,FAUX,FAUX
Shehyni,49.80033,22.97462,Ukraine,VRAI,FAUX,FAUX
Sverdlovs'k,48.07896635101466,39.64759424148042,Ukraine,VRAI,FAUX,FAUX
Polotsk,55.490326,28.783113,Bielorussie,VRAI,FAUX,FAUX
Antratsyt,48.132964,39.08739,Ukraine,VRAI,FAUX,FAUX
Kamianka,49.038312,32.11415,Ukraine,VRAI,FAUX,FAUX
Ablanitsa,43.04085,24.718921,Bulgarie,VRAI,FAUX,FAUX
Aytos,42.704711,27.248675,Bulgarie,VRAI,FAUX,FAUX
Albena,43.367572,28.064391,Bulgarie,VRAI,FAUX,FAUX
Andalo,46.163944,11.003917,Italie,VRAI,FAUX,FAUX
Amfissa,38.527806,22.3835,Grèce,VRAI,FAUX,FAUX
Antonovo,43.155483,26.172208,Bulgarie,VRAI,FAUX,FAUX
